SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
PPLPHARMA,EQ,219.15,221.99,217.85,221.3,221.5,218.29,3076044,678082911.13,11-Oct-2024,40157,INE0DK501011
REFRACTORY,ST,118,119.4,116,119.4,119.4,113.75,84000,9876200.00,11-Oct-2024,16,INE0TNX01015
VPRPL,EQ,276,283.5,274.2,277.35,277,270.55,2781726,772804595.00,11-Oct-2024,36559,INE0AE001013
SGBSEP31II,GB,8242,8350.9,8242,8343.61,8350.9,8229.45,1102,9154218.37,11-Oct-2024,190,IN0020230093
BASF,EQ,8120,8287,8074.9,8168.25,8104,8112.85,19598,160301350.55,11-Oct-2024,6460,INE373A01013
EXICOM,EQ,334.35,334.4,325,327,327.8,331.75,225197,73931488.05,11-Oct-2024,5981,INE777F01014
GEOJITFSL,EQ,135.98,141.5,135.5,137.94,136.55,135.74,720754,99651852.87,11-Oct-2024,8732,INE007B01023
HINDCOMPOS,EQ,542,550,535.45,544.55,549.8,538.2,6209,3367515.60,11-Oct-2024,466,INE310C01029
KREBSBIO,BE,80.4,81,80.25,80.25,80.25,80.4,3711,299425.50,11-Oct-2024,24,INE268B01013
AAVAS,EQ,1710.05,1733.6,1710.05,1718.85,1712.5,1721.5,53220,91553261.40,11-Oct-2024,9442,INE216P01012
AWHCL,EQ,821,821,776.8,783,783,812.7,262376,208395682.40,11-Oct-2024,11129,INE01BK01022
ACSAL,ST,113.15,119.5,113.15,119.5,119.5,113.85,36000,4215000.00,11-Oct-2024,11,INE0P4T01013
BRACEPORT,SM,116.3,118.3,115,115,115,116.1,11200,1306400.00,11-Oct-2024,7,INE0R4Z01018
CONSOFINVT,EQ,207.5,211.66,206.15,208.61,209.88,206.38,5814,1212637.14,11-Oct-2024,296,INE025A01027
PPSL,SM,32.35,32.7,32,32.7,32.7,32.35,96000,3103200.00,11-Oct-2024,14,INE0YAL01017
SAHAJSOLAR,ST,625,625,602.5,609.25,610,627.15,26400,16142520.00,11-Oct-2024,33,INE0P4701011
SUBEXLTD,EQ,26.83,26.9,26.2,26.44,26.5,26.81,3130553,83090385.80,11-Oct-2024,7716,INE754A01055
SUNDRMFAST,EQ,1435,1454.85,1428.2,1434.25,1439,1448.1,19262,27744198.20,11-Oct-2024,4579,INE387A01021
VISHNUINFR,ST,309,310.45,307,310,310,298.8,6000,1856500.00,11-Oct-2024,12,INE0PQ001012
AKUMS,EQ,859.9,863.25,852.1,857.1,856.95,853.9,43121,36943308.80,11-Oct-2024,4842,INE09XN01023
DRONE,ST,231,235,224.15,225.5,225.5,235.1,35000,7972600.00,11-Oct-2024,34,INE0P7201019
GET&D,BE,1770,1824.8,1721.5,1775.7,1767.75,1770.05,862737,1532153562.85,11-Oct-2024,9230,INE200A01026
RUSTOMJEE,EQ,718.8,718.8,703,708.5,706,709.3,14127,10014891.95,11-Oct-2024,1414,INE263M01029
MON100,EQ,166.97,166.97,163.6,164.93,165,165.2,534924,88201176.32,11-Oct-2024,6642,INF247L01AP3
NAHARPOLY,BE,256.99,257.95,248.01,256.21,257.9,252.03,8814,2248349.54,11-Oct-2024,119,INE308A01027
NETWORK18,EQ,76.26,82,76.26,81.36,81.75,76.26,7405699,594624938.10,11-Oct-2024,39259,INE870H01013
SAHYADRI,EQ,345.95,349.95,338.4,344.95,349.8,344.45,10740,3688655.90,11-Oct-2024,1279,INE280H01015
SIGNATURE,EQ,1509.85,1515.5,1476.15,1490.7,1498,1509.85,355544,530602481.05,11-Oct-2024,10072,INE903U01023
SILVERETF,EQ,88.21,89.28,88.19,88.79,88.55,87.34,59349,5269433.68,11-Oct-2024,682,INF789F1AYK6
CIEINDIA,EQ,541.95,551.95,538.6,541.2,540,544.9,206917,112875749.20,11-Oct-2024,8877,INE536H01010
ESABINDIA,EQ,6206,6243.55,6135.05,6151.75,6158,6198.8,2109,12993050.45,11-Oct-2024,563,INE284A01012
GALAPREC,EQ,826.9,839.95,815,828.85,830.4,827.1,52819,43706096.80,11-Oct-2024,3597,INE0RE001014
GVPTECH,EQ,12.46,12.6,12.19,12.52,12.5,12.46,52456,654182.06,11-Oct-2024,229,INE382T01030
HDFCNIFTY,EQ,276.99,278,275,275.86,278,276.28,21979,6061717.61,11-Oct-2024,646,INF179KC1965
HOLMARC,SM,114.95,115.8,114.95,115.4,115.8,114.95,6000,691050.00,11-Oct-2024,4,INE0LXA01019
LUMAXIND,EQ,2480.2,2507.75,2444.65,2466.9,2495,2461.75,3098,7659946.30,11-Oct-2024,782,INE162B01018
NESCO,EQ,954.9,954.9,936.8,946.3,948,950.1,74340,70347898.45,11-Oct-2024,7875,INE317F01035
SHANKARA,EQ,500,518.65,498.4,516.1,516.4,502.8,50518,25659607.05,11-Oct-2024,3135,INE274V01019
TEMBO,BE,500,500,500,500,500,490.2,14846,7423000.00,11-Oct-2024,119,INE869Y01010
ALMONDZ,BE,30.99,31.86,29.63,31.86,31.86,30.35,203818,6388197.36,11-Oct-2024,300,INE326B01035
CHOLAFIN,EQ,1517.1,1517.1,1479,1501.05,1498.25,1517.1,1050785,1568028158.50,11-Oct-2024,58862,INE121A01024
CMRSL,SM,104.95,104.95,104.95,104.95,104.95,104.95,1600,167920.00,11-Oct-2024,2,INE075Z01011
DEEPAKNTR,EQ,2784.4,2843.5,2759.5,2829.6,2822,2770.55,203049,566765035.30,11-Oct-2024,15246,INE288B01029
LIQUIDADD,EQ,1035.38,1039.96,1035.37,1035.38,1035.37,1034.88,1537944,1592345611.96,11-Oct-2024,1480,INF740KA1UM0
SENSEXIETF,EQ,923.77,923.77,916.98,918.44,920,920.3,2560,2351298.84,11-Oct-2024,320,INF346A01034
INDIASHLTR,EQ,734.85,741.9,726.6,739.7,740.45,734.85,72819,53713824.75,11-Oct-2024,4656,INE922K01024
PRECISION,SM,58.8,59.2,57.05,57.05,57.05,60,52000,3008100.00,11-Oct-2024,25,INE0HKW01018
PRINCEPIPE,EQ,552.9,553.2,546.45,546.95,547.7,548.6,59322,32523312.35,11-Oct-2024,4248,INE689W01016
SDREAMS,ST,144.45,154,140.45,149.65,149,147.85,305000,43988100.00,11-Oct-2024,184,INE0X6F01017
801TCH25,N4,1000,1000,999.01,1000,1000,1000,215,214979.10,11-Oct-2024,10,INE033L07GO5
SDBL,EQ,113,113.35,110,110.54,110.85,112.42,563962,62593281.37,11-Oct-2024,9481,INE480C01038
TIPSMUSIC,EQ,824,837,813,829.1,829.45,808.9,475408,392753388.50,11-Oct-2024,23332,INE716B01029
SGBFEB28IX,GB,8100,8200,8100,8198.94,8198.94,8100,28,227993.70,11-Oct-2024,7,IN0020190545
GAIL,EQ,226,230.5,225.42,229.4,228.8,225.62,12660791,2885309669.23,11-Oct-2024,68654,INE129A01019
GSEC5IETF,EQ,58.03,58.55,57.91,58.22,58.52,58.02,58,3375.87,11-Oct-2024,14,INF109KC14A8
JSFB,EQ,558,561,553.2,559.6,557,556.45,58304,32600609.70,11-Oct-2024,1798,INE953L01027
JMFINANCIL,EQ,145.2,160.45,143.2,153.87,153.2,144.99,57853330,8860115925.47,11-Oct-2024,209434,INE780C01023
KABRAEXTRU,EQ,434,436,424.55,430.3,432,433.8,51971,22369567.65,11-Oct-2024,4089,INE900B01029
KOKUYOCMLN,EQ,182.13,186,182.13,182.81,184,184.3,37742,6916597.32,11-Oct-2024,895,INE760A01029
PIGL,BE,251.27,251.27,251.27,251.27,251.27,246.35,13279,3336614.33,11-Oct-2024,45,INE557Z01018
PRESTIGE,EQ,1860.05,1878.9,1833.45,1854.5,1850.1,1862.05,300548,557830282.05,11-Oct-2024,24254,INE811K01011
CUMMINSIND,EQ,3700,3737,3565,3614.15,3604.15,3782.65,1851770,6668949869.65,11-Oct-2024,104010,INE298A01020
EASEMYTRIP,EQ,34.49,34.55,33.99,34.19,34.28,34.36,10324338,352717366.97,11-Oct-2024,42010,INE07O001026
EUREKAFORB,EQ,577.8,624.8,571.15,618.5,620,577.8,698777,425864941.45,11-Oct-2024,40940,INE0KCE01017
FIVESTAR,EQ,805.05,813.9,801,806.4,805.1,806.9,240123,193786239.55,11-Oct-2024,13644,INE128S01021
GICHSGFIN,EQ,222.22,223.5,220.31,221.82,222.21,222.22,119152,26413945.94,11-Oct-2024,4495,INE289B01019
GLOSTERLTD,EQ,732,735.65,726.05,731.1,730.1,726.45,465,340131.40,11-Oct-2024,108,INE350Z01018
JSWENERGY,EQ,728.05,728.05,705,706.7,706.45,728.85,1686125,1198669643.05,11-Oct-2024,65471,INE121E01018
LMW,EQ,16958.7,17112.4,16820,16892.6,16880,16958.7,1786,30188213.80,11-Oct-2024,731,INE269B01029
NAHARSPING,EQ,283,284.7,278.7,283.1,284,281.1,13788,3891546.10,11-Oct-2024,407,INE290A01027
REGENCERAM,BE,104.84,104.84,104.84,104.84,104.84,102.79,34151,3580390.84,11-Oct-2024,43,INE277C01012
SCHNEIDER,EQ,863.95,864.8,845.05,860.45,862,863.95,278802,238989572.15,11-Oct-2024,19194,INE839M01018
865IIFL28,NS,917,924.5,917,924.5,924.5,915.02,95,87605.65,11-Oct-2024,4,INE530B07310
SHANTHALA,SM,52.85,52.85,50.1,50.1,50.1,51.8,2400,123540.00,11-Oct-2024,2,INE0Q9Q01017
SPIC,EQ,84.7,85.8,83.73,84.54,84.6,84.44,379497,32090950.29,11-Oct-2024,3536,INE147A01011
SGBSEP29VI,GB,8073.6,8149.9,8073.6,8116.11,8125,8073.58,67,542575.80,11-Oct-2024,27,IN0020210145
DRREDDY,EQ,6585,6624.7,6545.05,6599.2,6600,6583.1,226045,1489995063.60,11-Oct-2024,31901,INE089A01023
LT,EQ,3469.4,3497.1,3447,3482.55,3491.9,3460.35,1280465,4455814669.10,11-Oct-2024,95819,INE018A01030
LXCHEM,EQ,284.3,284.6,277.4,278.4,278.35,283.75,636160,178105786.55,11-Oct-2024,15919,INE576O01020
MOS,ST,301.95,311.5,298,307,307,299,103200,31451280.00,11-Oct-2024,38,INE0N7S01010
VINEETLAB,EQ,59.3,59.81,57.5,58.88,58.88,59.28,33907,1989252.72,11-Oct-2024,478,INE505Y01010
BESTAGRO,EQ,535.05,540.45,530.7,534.05,534.6,534.35,32314,17224758.50,11-Oct-2024,1447,INE052T01013
CSLFINANCE,EQ,411.5,428.4,400.5,413.5,413,409.35,33107,13652086.95,11-Oct-2024,1580,INE718F01018
709GS2054,GS,104,104,104,104,104,103,1800,187200.00,11-Oct-2024,2,IN0020240118
GREENCHEF,SM,79.25,80,75,75.55,76.25,79.2,110400,8372240.00,11-Oct-2024,113,INE0O7P01015
JIWANRAM,SM,17,17,17,17,17,17.4,12000,204000.00,11-Oct-2024,2,INE0N5H01017
UTKARSHBNK,EQ,45.3,45.69,44.77,45.41,45.5,44.97,1033920,46565809.03,11-Oct-2024,7543,INE735W01017
182D060225,TB,97.5,97.5,97.5,97.5,97.5,97.5,100,9750.00,11-Oct-2024,1,IN002024Y191
HBLPOWER,EQ,607.15,614,602.1,604.7,605.8,607.15,643730,390821432.85,11-Oct-2024,25644,INE292B01021
KFINTECH,EQ,1036.45,1055.75,1031.6,1044.1,1042.95,1036.45,358546,374979674.40,11-Oct-2024,21328,INE138Y01010
MUKTAARTS,BE,87.9,87.99,84.5,85.15,85.34,87.86,12065,1032552.80,11-Oct-2024,234,INE374B01019
SHIVAMAUTO,BE,45,47.5,44.5,47.2,46.22,45.56,79841,3734269.91,11-Oct-2024,348,INE637H01024
UCOBANK,EQ,45.84,45.84,45.15,45.26,45.3,45.5,2039918,92502530.56,11-Oct-2024,11162,INE691A01018
ZEEL,EQ,129.6,132.5,128.87,130.15,130.24,129.32,10132329,1322571765.62,11-Oct-2024,37401,INE256A01028
AETHER,EQ,966,970.5,943.35,948.5,944.3,966.15,37410,35704613.25,11-Oct-2024,5097,INE0BWX01014
HLEGLAS,EQ,388.4,391.35,386.6,390.1,389.05,388.35,29426,11449495.25,11-Oct-2024,1975,INE461D01028
IPCALAB,EQ,1604.8,1659.1,1596.5,1655.05,1659.1,1590.05,1850010,3018340039.05,11-Oct-2024,52869,INE571A01038
DHRUV,BE,113.77,115.68,111,111.88,113,113.77,25585,2872325.15,11-Oct-2024,262,INE506Z01015
182D130325,TB,96.9,96.9,96.9,96.9,96.9,97,100,9690.00,11-Oct-2024,1,IN002024Y241
NOVAAGRI,BE,67.75,67.75,66,66.25,66.6,67.83,69736,4635493.55,11-Oct-2024,1285,INE02H701025
865IFL28,NZ,915.1,921,905.1,909,909,930,1705,1549304.50,11-Oct-2024,13,INE530B07385
SMARTLINK,BE,266,266,253,256.05,255,255.7,3820,972444.45,11-Oct-2024,82,INE178C01020
SAIL,EQ,130.2,135.12,129.97,134.03,133.91,129.97,22981754,3060212686.08,11-Oct-2024,71779,INE114A01011
TDPOWERSYS,EQ,391.85,391.85,381.1,385.45,385,390.3,204714,79224245.30,11-Oct-2024,12943,INE419M01027
ASAL,EQ,735.9,739,722.35,727.55,726.9,735.7,14477,10575163.30,11-Oct-2024,1947,INE900C01027
CMNL,ST,118,118,109.25,109.85,109.25,115,37500,4186650.00,11-Oct-2024,24,INE06PV01010
INDRAMEDCO,EQ,437,457.5,431.2,450.45,454,437.2,323519,143703823.80,11-Oct-2024,8107,INE681B01017
JSWHL,EQ,8807,9049,8739.7,8974.75,8991,8865.05,5383,48146885.60,11-Oct-2024,2105,INE824G01012
MEP,BE,3.85,4.26,3.85,4.26,4.26,4.06,3403524,13628168.27,11-Oct-2024,569,INE776I01010
MITTAL-RE1,BE,0.11,0.26,0.11,0.22,0.26,0.19,11192037,1571488.06,11-Oct-2024,3971,INE997Y20027
PRITI,EQ,138.15,142.47,138,140.5,138,139.2,21261,2987799.17,11-Oct-2024,695,INE974Z01015
RELINFRA,BE,293,296.4,279.35,284.65,281.9,294.05,1409516,403734391.45,11-Oct-2024,10216,INE036A01016
RHL,EQ,187.94,195.15,187.94,193.74,194,186.65,5256,1015430.73,11-Oct-2024,65,INE508K01013
URJA,EQ,21.32,21.39,20.68,20.73,20.88,21.3,5196615,108396383.92,11-Oct-2024,10623,INE550C01020
BINANIIND,BE,16.79,17.64,16.79,17.32,17.32,17.16,13905,239139.51,11-Oct-2024,65,INE071A01013
EMSLIMITED,EQ,768,824,760.55,800.05,801.1,767.5,392182,313015601.70,11-Oct-2024,13642,INE0OV601013
INFOLLION,SM,289,303.45,289,302.55,303.45,289,35200,10510520.00,11-Oct-2024,41,INE0NNZ01013
KCEIL,SM,270,278.9,267.15,270.55,270.9,271.55,24000,6523150.00,11-Oct-2024,44,INE0RCG01017
SINCLAIR,EQ,99.99,100,98.75,99.99,100,99.89,14332,1429240.72,11-Oct-2024,271,INE985A01022
TIPSFILMS,EQ,652.5,675,641.95,657.1,646,652.15,10116,6698431.20,11-Oct-2024,807,INE0LQS01015
TRIGYN,EQ,121.22,124,118.52,120.85,120.2,121.2,43522,5321665.51,11-Oct-2024,878,INE948A01012
E2E,BE,3185.2,3185.2,3185.2,3185.2,3185.2,3033.55,10810,34432012.00,11-Oct-2024,424,INE255Z01019
GHCL,EQ,642,642.6,623.35,630.45,629,645.9,151172,95512091.50,11-Oct-2024,15987,INE539A01019
JAYSREETEA,EQ,151.4,151.64,146.1,147.63,147.77,149.19,356604,52828478.44,11-Oct-2024,3845,INE364A01020
PVP,BE,32.2,33.56,30.8,32.13,32.46,31.97,629806,20786946.42,11-Oct-2024,1010,INE362A01016
SUNPHARMA,EQ,1899,1909.35,1890.5,1901.95,1902.9,1887.75,1019117,1938324910.70,11-Oct-2024,80497,INE044A01036
BALKRISIND,EQ,3065.85,3080.2,2982.4,3023.4,3039,3059.85,194685,588943599.55,11-Oct-2024,20721,INE787D01026
BHARATGEAR,EQ,104.75,106.6,104.07,105.76,105.31,104.93,16378,1728650.51,11-Oct-2024,504,INE561C01019
CINELINE,EQ,110.38,114.1,110,113.09,114.1,110.38,16913,1900423.98,11-Oct-2024,272,INE704H01022
DCW,EQ,102.41,102.41,100.15,100.56,100.65,102.79,3428495,346230165.83,11-Oct-2024,13743,INE500A01029
DREAMFOLKS,EQ,460,461.7,456.55,459.8,460.45,459.3,48814,22420575.80,11-Oct-2024,3881,INE0JS101016
GREENPANEL,EQ,404.5,408,396.25,398.9,400,403.7,140995,56619356.00,11-Oct-2024,9656,INE08ZM01014
INDNIPPON,EQ,716.95,718.05,690.1,705.6,699.4,715.3,19988,14019953.20,11-Oct-2024,1690,INE092B01025
IEL,EQ,13.15,13.18,13.15,13.18,13.18,12.56,90555,1193409.15,11-Oct-2024,127,INE059901020
SILVERTUC,EQ,737,737,724,725.85,728.5,728.9,17739,12925169.95,11-Oct-2024,316,INE625X01018
THEJO,EQ,2455,2500,2448,2453.75,2451,2449.55,4743,11710122.90,11-Oct-2024,640,INE121N01019
AWL,EQ,336.8,339.45,334.2,337.45,337.7,336.65,718030,242307578.30,11-Oct-2024,13792,INE699H01024
AROGRANITE,EQ,56.46,58.9,56,57.24,57.9,56.24,76301,4363066.98,11-Oct-2024,737,INE210C01013
HEALTHY,EQ,15.24,15.24,15,15.09,15.13,15.04,262944,3974545.28,11-Oct-2024,1620,INF209KB10C2
CUPID,BE,80.59,80.59,78.1,79.55,79.8,80,104653,8302011.49,11-Oct-2024,1929,INE509F01029
HAPPSTMNDS,EQ,810,810,800,800.75,800.85,809.2,168667,135520478.05,11-Oct-2024,11556,INE419U01012
ORIENTPPR,EQ,47.45,47.59,46.6,46.82,46.89,47.22,528643,24861319.95,11-Oct-2024,4207,INE592A01026
PARTYCRUS,SM,123.2,125.3,123.2,125.1,125.3,123.3,3000,373450.00,11-Oct-2024,3,INE06ZX01015
SHIVALIK,EQ,599.55,630.95,593.1,599.6,596.45,598.05,24107,14743329.95,11-Oct-2024,2045,INE788J01021
SOFTTECH,EQ,350.15,362.95,346.75,356.3,357.7,352.05,2735,974764.35,11-Oct-2024,490,INE728Z01015
BSOFT,EQ,582.1,600.65,582.1,599.05,597.9,584.65,2174691,1295285833.70,11-Oct-2024,36487,INE836A01035
BOROLTD,EQ,414.6,455,414.6,450.45,454,417.7,1012390,450582410.90,11-Oct-2024,25197,INE02PY01013
FIEMIND,EQ,1625.7,1684,1616.7,1674.95,1679,1625.55,71969,118888069.45,11-Oct-2024,7081,INE737H01014
HONAUT,EQ,50507.35,50507.35,49902,50303.65,50200,50120.75,1381,69373646.10,11-Oct-2024,900,INE671A01010
IFGLEXPOR,EQ,616,616.35,592,601.85,605,618.05,8951,5405413.45,11-Oct-2024,950,INE133Y01011
JAMNAAUTO,EQ,113.5,118.85,112.67,118.45,118.2,113.1,3137311,366582450.62,11-Oct-2024,26832,INE039C01032
PLASTIBLEN,BE,300,311,283.55,292.95,288,298.45,41164,12265442.00,11-Oct-2024,776,INE083C01022
PNC,EQ,67.2,67.85,65.08,65.5,65.6,66.91,27887,1836187.43,11-Oct-2024,782,INE392B01011
1119NFL27,ND,1050,1050,1050,1050,1050,1048,510,535500.00,11-Oct-2024,5,INE342T07445
729NHAI26,NC,1023.1,1025,1023.05,1023.69,1023.65,1028.99,445,455484.15,11-Oct-2024,10,INE906B07EN0
TEJASNET,EQ,1190,1211.4,1185,1189.5,1186.4,1188.6,194451,232684467.20,11-Oct-2024,13229,INE010J01012
TRITURBINE,EQ,743.8,805,739.2,795.8,792,744.55,7117451,5637480224.20,11-Oct-2024,205220,INE152M01016
AKZOINDIA,EQ,4171,4204.95,4111,4122.9,4120,4212.2,11399,47193014.15,11-Oct-2024,2823,INE133A01011
ARROWGREEN,EQ,812,813,783.95,799.8,800,808.9,20318,16227341.55,11-Oct-2024,1487,INE570D01018
GOLDENTOBC,BZ,41.39,41.39,39.78,40.53,40.6,41.39,1369,55168.31,11-Oct-2024,51,INE973A01010
LTGILTBEES,EQ,27.2,27.2,26.84,26.89,26.91,26.86,2254839,60633758.58,11-Oct-2024,1073,INF204KB1882
RITCO,EQ,330.8,352.45,327,349.45,345.8,332.55,234182,80364723.95,11-Oct-2024,4530,INE01EG01016
TREL,EQ,42.81,42.81,41.8,42.29,42.33,42.5,110543,4659721.26,11-Oct-2024,1247,INE0O3901029
VAIBHAVGBL,EQ,301.3,303,299.85,300.65,300.6,300.55,189598,57116111.00,11-Oct-2024,7210,INE884A01027
VIRINCHI,EQ,31.79,32.09,31.53,31.77,31.9,31.79,225844,7194047.76,11-Oct-2024,1392,INE539B01017
APTECHT,EQ,211.65,217,211.65,214.83,214.17,213.76,91322,19636660.84,11-Oct-2024,3655,INE266F01018
CIGNITITEC,EQ,1386.7,1394,1379.45,1390.45,1389,1386.7,57503,79898138.35,11-Oct-2024,2480,INE675C01017
NEXT50IETF,EQ,79.44,79.44,78,78.52,78.55,78.37,202165,15853208.48,11-Oct-2024,3441,INF109KC1NS5
IGARASHI,EQ,640.45,648.2,634.25,638.35,636.4,638.85,30376,19476297.45,11-Oct-2024,2173,INE188B01013
MFML,BE,57.54,59.25,55,57.45,57.45,57.54,1146,64108.37,11-Oct-2024,27,INE0US801024
NACLIND,EQ,53.7,53.7,52.64,53.14,53.49,53.23,24829,1322131.35,11-Oct-2024,724,INE295D01020
NORTHARC,EQ,287.55,292.2,282.55,283.8,283.8,289.8,336239,96493296.80,11-Oct-2024,8119,INE850M01015
PARASPETRO,BE,3.25,3.25,3.25,3.25,3.25,3.19,50333,163582.25,11-Oct-2024,74,INE162C01024
PODDARMENT,EQ,406.75,417.7,398,401.95,400.2,408,9402,3807376.75,11-Oct-2024,354,INE371C01013
957ISFL26,N2,970,971,970,971,971,970,200,194100.00,11-Oct-2024,2,INE413U07236
SHAH,BE,4.96,5.04,4.75,4.79,4.8,4.93,565923,2753496.92,11-Oct-2024,1949,INE482J01021
SGBAPR28I,GB,8170,8260,8170,8220,8220,8170,67,548905.00,11-Oct-2024,19,IN0020200062
COCHINSHIP,BE,1696.5,1696.8,1650,1660.8,1662,1694.55,237690,396095686.10,11-Oct-2024,19329,INE704P01025
EMKAYTOOLS,SM,1030,1090,1025,1059.5,1060,1020,13500,14155245.00,11-Oct-2024,44,INE332S01011
GODIGIT,EQ,370.2,378.5,366.6,370.15,370.5,374.9,283586,105340478.65,11-Oct-2024,18898,INE03JT01014
GPIL,EQ,193.5,195.85,188.45,190.9,190.9,193.45,1445727,277788706.45,11-Oct-2024,31104,INE177H01039
JOCIL,EQ,202.51,203.49,197.25,198.3,198,201.85,7984,1597965.26,11-Oct-2024,165,INE839G01010
VIKASLIFE,EQ,4.68,5.04,4.62,4.79,4.8,4.67,10834682,52590948.71,11-Oct-2024,8500,INE161L01027
YESBANK,EQ,21.39,21.48,21.22,21.4,21.45,21.42,51740061,1106068972.86,11-Oct-2024,65026,INE528G01035
ARABIAN,SM,91.3,91.3,87.5,88,88,90.75,24000,2131700.00,11-Oct-2024,12,INE08NJ01024
PARAGON,SM,154.95,154.95,149.6,149.6,149.6,152.1,12000,1830240.00,11-Oct-2024,10,INE0N4G01012
PATELENG,EQ,55.01,55.78,54.5,54.62,54.6,55.18,2528094,139058028.67,11-Oct-2024,11850,INE244B01030
SHEMAROO,EQ,188.34,190.99,184.1,184.85,185,187.81,62323,11611540.27,11-Oct-2024,1616,INE363M01019
APOLLOHOSP,EQ,6982,7018.95,6930.1,6983.4,6975,6955.05,75315,525564312.45,11-Oct-2024,15026,INE437A01024
FORCEMOT,EQ,7050,7149.95,7050,7099.9,7123.95,7027.1,14633,104030384.05,11-Oct-2024,4321,INE451A01017
734GS2064,GS,110,110,107.98,109.99,109.99,108.75,220,23997.97,11-Oct-2024,4,IN0020240035
GTPL,EQ,163,163.78,161.1,161.74,161.6,163.03,23014,3732129.87,11-Oct-2024,669,INE869I01013
KOLTEPATIL,EQ,391.35,394.7,385.55,391.65,392,387.75,139024,54499700.80,11-Oct-2024,3897,INE094I01018
POLYMED,EQ,2381.05,2400,2305.45,2344.2,2329.55,2369.2,26617,62369667.95,11-Oct-2024,6501,INE205C01021
SREEL,EQ,279.6,281.2,275.35,276.75,278,278.2,3496,970516.35,11-Oct-2024,223,INE099F01013
TATAGOLD,EQ,7.36,7.52,7.36,7.45,7.46,7.38,4056057,30253850.25,11-Oct-2024,8713,INF277KA1976
VENUSPIPES,EQ,2055,2055,2005.25,2012.7,2011,2026.95,26672,53756634.70,11-Oct-2024,5531,INE0JA001018
AUSOMENT,EQ,175,186.35,166.24,171.07,170.32,160.77,1100924,194550307.62,11-Oct-2024,20100,INE218C01016
AVROIND,BE,153,161,153,155.02,159,157,9736,1518406.55,11-Oct-2024,121,INE652Z01017
CORALFINAC,BE,53.75,54.48,53.25,54.09,54.43,54.54,6485,349434.21,11-Oct-2024,114,INE558D01021
LAGNAM,EQ,112.12,113.86,108.02,111.5,111.2,112.02,47416,5315469.63,11-Oct-2024,4163,INE548Z01017
MIDHANI,EQ,378.7,386.35,375,376.7,375.25,376.85,405796,154476875.30,11-Oct-2024,16237,INE099Z01011
SOLARAPP,E1,457,466.75,455,456.45,463.05,444.55,15107,7025923.55,11-Oct-2024,148,IN9624Z01014
GATECH,BE,0.81,0.84,0.78,0.83,0.84,0.83,9751507,7833396.71,11-Oct-2024,2575,INE224E01028
IRBINVIT,IV,62.38,62.38,61.9,62.01,62,62.1,143698,8925036.89,11-Oct-2024,855,INE183W23014
MOL,EQ,98,106.7,98,104.49,104.9,97.08,5511605,574238851.09,11-Oct-2024,42629,INE0CT101020
NOCIL,EQ,289,294.15,287.6,290.15,290,289.55,289257,84107343.55,11-Oct-2024,10469,INE163A01018
NECCLTD,BE,30.6,30.93,28.7,29.66,29.72,30.22,149348,4387085.13,11-Oct-2024,496,INE553C01016
PATANJALI,EQ,1740.2,1750,1701.5,1743.5,1735,1740.3,423774,731589176.40,11-Oct-2024,18470,INE619A01035
SMLT,EQ,183.15,185.59,180,180.68,180.6,185.11,18498,3374855.96,11-Oct-2024,1107,INE017W01010
WILLAMAGOR,EQ,36.77,41.28,36.77,39.62,39.2,36.78,213228,8412262.39,11-Oct-2024,1625,INE210A01017
COFORGE,EQ,7225,7425.5,7221.1,7380.6,7357,7281.5,425916,3124498328.25,11-Oct-2024,45800,INE591G01017
GOPAL,EQ,430,434.85,420,423.9,423,427.65,484381,207123293.95,11-Oct-2024,9623,INE0L9R01028
JINDWORLD,EQ,318.1,323.95,311,313.9,318.8,321.2,64208,20240853.35,11-Oct-2024,2463,INE247D01039
LICI,EQ,967.45,971.9,947.25,948.85,951,965.15,957899,914447701.80,11-Oct-2024,39491,INE0J1Y01017
MAKS,SM,50.7,50.75,50.5,50.5,50.5,50.75,4500,227925.00,11-Oct-2024,3,INE0CDK01019
PROZONER,EQ,25.65,26.3,25.17,25.9,25.93,25.61,268293,6889133.51,11-Oct-2024,1054,INE195N01013
RVNL,EQ,475,487.35,472,475.4,475.35,480.55,4345765,2075801462.20,11-Oct-2024,85770,INE415G01027
VAKRANGEE,EQ,31.5,31.8,30.39,30.39,30.39,31.99,29616754,910551491.87,11-Oct-2024,17958,INE051B01021
AGARIND,EQ,1142,1142.45,1121.35,1130.85,1130,1139.6,8856,10002733.70,11-Oct-2024,939,INE204E01012
BALUFORGE,EQ,747.75,786,741.7,765.35,766,746.95,413056,317294196.95,11-Oct-2024,13783,INE011E01029
GSEC10ABSL,EQ,102.17,102.22,101.45,101.45,101.45,102.18,54,5518.89,11-Oct-2024,5,INF209KC1142
HDFCNIFIT,EQ,43.88,43.88,42.86,43.44,42.86,43.35,60038,2610582.74,11-Oct-2024,247,INF179KC1IA8
HIGREEN,ST,281.4,281.4,273,281.4,281.4,268,66400,18673680.00,11-Oct-2024,76,INE0PIC01017
METALIETF,EQ,9.99,10.02,9.86,9.94,9.95,9.84,2610901,25975383.58,11-Oct-2024,2156,INF109KC19W1
